"day","actions","events","asc","dead","alive","broadcast","mail","vote","messages","daychange"
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">its green then </td></tr>",""
"30","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/><br/> Dr.Orange </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td></tr></tbody></table></td><td><pre><b>Private message:</b>pro</pre></td></tr>",""
"30","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Gold voted to kill Dr.Green</td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">why </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">okay, vote gold </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">but gold i thought it was brown? </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">now you are changing story? </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">he has schizophrenia </td></tr>",""
"30","","","","","","1","","","<tr><td colspan=""2""><pre><b>ANONYMOUS BROADCAST:</b> everyone, hack the bottom laptop</pre></td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">yes </td></tr>",""
"30","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Green voted to kill Dr.Gold</td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">new role </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">thanks, knu </td></tr>",""
"30","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Pink voted to kill Dr.Gold</td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">can I download </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">this is s6 role </td></tr>",""
"30","","","","","","1","","","<tr><td colspan=""2""><pre><b>ANONYMOUS BROADCAST:</b> ddosers, ddos today</pre></td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">added real </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">yeah if red is FA, brown is legit he just missed D2 hack </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">yes green download now </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">green didn't vote FA </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">guys im willing to vote gold </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">okay, we will get green after u </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">BUT </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">neither did you no </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">because u are not posting logs </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i think magenta is al </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">im doing .27 </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">and did not vote FA </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">sure, 50/50 me and green </td></tr>",""
"30","","","","","","1","","","<tr><td colspan=""2""><pre><b>ANONYMOUS BROADCAST:</b>  ddos 31, wiresharkers, wireshark, hackers, hack bottom </pre></td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">actually no </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">vote me </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">green arrest gold if we dont vote him </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">green literally </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">hes ol </td></tr>",""
"30","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.White voted to kill Dr.Gold</td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">got the intel </td></tr>",""
"30","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.0em;"">Dr.Pink unvoted to kill Dr.Gold</td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">on red </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">vote me now </td></tr>",""
"30","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00182.png"" style=""width:48px;height:48px;""/><br/> Mrs.Magenta </td></tr></tbody></table></td><td><pre><b>Private message:</b>you al?</pre></td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">that makes zero sense </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">vote gold </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">50/50 me and green </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">vote gold </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">hello </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">didnt vote FA </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">just kill green after me I am sold </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">:skull: </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">not posting logs </td></tr>",""
"30","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Pink voted to kill Dr.Gold</td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">im going to vote gold but i want magenta dead afterwards </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">swtg netsec wake up </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">how did we lose maj </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">DAY 1: Hack Target (203.0.113.26)
NIGHT 1: Misdirection [Brown,Green is AGENT]
DAY 2: Hack Target (203.0.113.30)
NIGHT 2: Move Hideout
DAY 3: Hack Target (203.0.113.32) </td></tr>",""
"30","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Gray voted to kill Dr.Gold</td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">why vote me </td></tr>",""
"30","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">finally </td></tr>",""
"30","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00182.png"" style=""width:48px;height:48px;""/><br/> Mrs.Magenta </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td></tr></tbody></table></td><td><pre><b>Private message:</b>what are you ?</pre></td></tr>",""
